Reconstruction Coord z;Map Coord z;Error z;
0.024417;0.429959;0.405542;
0.002264;0.459179;0.456914;
0.002264;0.459179;0.456914;
0.023783;0.460350;0.436566;
0.016817;0.450050;0.433233;
0.022582;0.448580;0.425998;
0.028353;0.422292;0.393939;
0.021900;0.460245;0.438345;
0.022853;0.432239;0.409387;
0.022853;0.432239;0.409387;
0.022221;0.453594;0.431373;
0.024327;0.503793;0.479466;
-0.012406;0.417671;0.430078;
-0.017579;0.417671;0.435250;
0.022387;0.443043;0.420657;
0.024189;0.400921;0.376732;
-0.001537;0.489023;0.490560;
0.028224;0.426523;0.398299;
0.002216;0.424707;0.422491;
0.002170;0.478333;0.476163;
0.002048;0.457105;0.455057;
0.023722;0.397612;0.373890;
0.022983;0.466292;0.443309;
0.001482;0.479512;0.478030;
0.002167;0.468371;0.466204;
0.021705;0.459063;0.437358;
0.021705;0.459063;0.437358;
0.002488;0.431788;0.429300;
0.002491;0.434496;0.432005;
0.018834;0.491941;0.473107;
0.001999;0.470185;0.468186;
0.022711;0.422933;0.400223;
0.022711;0.422933;0.400223;
0.002212;0.385107;0.382895;
0.024191;0.416184;0.391993;
0.021867;0.456906;0.435039;
0.023469;0.396530;0.373061;
0.022685;0.456017;0.433332;
0.022685;0.456017;0.433332;
0.025099;0.381990;0.356891;
0.024972;0.383456;0.358484;
0.025464;0.378059;0.352595;
-0.001141;0.131621;0.132763;
